,title,date,company,rating,salary,location,summary,requirements
1964,Applied Scientist Intern,30+ days ago,Amazon Dev Center India - Hyd,3.6,,"Hyderabad, Telangana","Strong communication and data presentation skills.Use machine learning, data mining and statistical techniques to create new, scalable solutions for business…",
1965,Data Scientist (Upto 5years),30+ days ago,XLNC Technologies,,,"Mumbai, Maharashtra","Experience of handling high frequency streaming data for real time analysis and reporting.Experience in relevant field such as Statistics, Computer Science or…",
1966,"Associate, Data Analytics",30+ days ago,TeachForIndia,4.3,,India,Ability to train staff and present data in a simplified and easily comprehensible manner.Experience of undertaking large sets of data and creating verifiable…,
1967,Data Scientist,30+ days ago,TALCHEMIST,,,"Bengaluru, Karnataka","The senior data scientist will be part of cross diciplinary data science team working on software development projects, typically involving large, complex data…",
1968,Data Scientist Director,30+ days ago,Oracle,3.8,,"Hyderabad, Telangana",Experience building big data systems.The Product Development Leader in Oracle CX Marketing will work with the data science team and the product leaders of all…,
1969,Downstream Process Development/Senior Associate Scientist,30+ days ago,Syngene,4,,India,Applicant must be conversant with interpretation of analytical and process data (e.g. Proteins).It will support the execution/guiding of downstream experiments…,
1970,Data Analyst,30+ days ago,ASSPL - Karnataka,3.6,,"Bengaluru, Karnataka",Ability to present information professionally & concisely with supporting data.He/She should have the ability to identify and transform business needs into…,
1971,Scientist – Molecular Biology Position,7 days ago,,,,India,Responsible for data integrity and accuracy.Keeping thorough record of cell culture parameters and results into data sheets and/or electronic note books.,
1972,Analyst Data Scientist,30+ days ago,Camsdata,,,"Mumbai, Maharashtra","Professional experience as a data scientist or a related software engineering role.Experience in practical data processing, data mining, text mining and…",
1973,Data Analyst,30+ days ago,ProMobi Technologies,3.5,,"Pune, Maharashtra","You will be responsible to manage, collects, and store data on sales numbers & market research.Experience – 1 to 3 years | Location – Pune.",
1974,Data & Analytics Tech - Cloud - Associate 1 - Bangalore,6 days ago,PwC,4,,"Bengaluru, Karnataka",A career in our Advisory Acceleration Centre is the natural extension of PwC’s leading class global delivery capabilities.Or in any cloud services like :,
1975,Data Scientist / Data Analyst,30+ days ago,Bloom Consulting Services,2.5,₹10 - ₹15 an hour,"Bengaluru, Karnataka",Develop custom data models and algorithms to apply to data sets.Assess the effectiveness and accuracy of new data sources and data gathering techniques.,
1976,Data Science Lead,4 days ago,TA Digital,3.8,,"Hyderabad, Telangana","Manage a team of data scientists, machine learning engineers, and big data specialists.Manage a team of data scientists, machine learning engineers, and big…",
1977,"Data, Analytics, and AI Lead",30+ days ago,Levi Strauss & Co.,3.9,,"Bengaluru, Karnataka","Team management : Responsible for initial team of two data scientists (medium to high professional level), likely to grow to approximately four data scientists,…",
1978,"Technology head Data science, data analytics background",30+ days ago,Truedge Software Solutions,3.7,,"Hyderabad, Telangana","Data science, data analytics background preferred.Technology head Data science, data analytics background – Hyderabad.Education background from IIT preferred.",
1979,Machine Learning Engineer,25 days ago,umlaut AG,3.6,,"Bengaluru, Karnataka",Design and develop solutions using Machine Learning and other advanced AI technologies to solve a variety of problems.,
1980,Business Analytics Internship,2 days ago,Europ Assistance,3.8,"₹15,000 a month","Mumbai, Maharashtra","Bridging the gap between IT and the business using data analytics to assess processes, determine requirements, and deliver data-driven recommendations and…",
1981,Applied Scientist II,19 days ago,ADCI - Uttar Pradesh,3.6,,"Noida, Uttar Pradesh","Strong communication and data presentation skills.Proven track in leading, mentoring and growing teams of scientists.You will be expected to:",
1982,Data Analyst,30+ days ago,Reserve Bank of India,4.5,"₹20,000 - ₹35,000 a month","Mumbai, Maharashtra","Check Product Quality, Dimensions, Maintenance, Make Reports, Interact With Vendors, Product Designing. ....SQL. SQL, or Structured Query Language. ...",
1983,Data Analyst - PR,12 days ago,Upstox,,,"Mumbai, Maharashtra",Upstox (RKSV Securities India Pvt. Ltd.) is one of India's leading Discount Broking companies which enables investors and traders to trade in Stock Market and…,
1984,Data Scientist,30+ days ago,BlueJeans,,,"Bengaluru, Karnataka",In your role as data scientist you will :Very strong SQL and data visualization.Collaborate with subject matter experts to determine relevant data sources.,
1985,Data Scientist,30+ days ago,Jubna,,,"Noida, Uttar Pradesh","Ability to work and execute projects on both structured and unstructured data in a big data environment.Minimum of 4+ years of experience in data, advanced…",
1986,Data Scientist,30+ days ago,Healtheoz India,,,"Noida, Uttar Pradesh",Experience with data visualization tools like Tableau.Demonstrable experience in applying data science tools/techniques to business problem statements.,
1987,Computer Scientist - Java,6 days ago,Adobe,4.3,,"Noida, Uttar Pradesh","Expertise in data structures, algorithms and the acumen to apply them to make a positive impact on the customer experience.Adobe Office and Product Photos.",
1988,Data Scientist,19 days ago,Diverse Lynx India,4.8,,"Bengaluru, Karnataka","Data scientist,srdata analyst,r,r programming,sas,sql,data modelling,data manipulation,data visualisation,statics,hypothesis testing,linear regression,decision…",
1989,Lead Data Scientist,30+ days ago,freshworks,4.4,,"Bengaluru, Karnataka",Freshworks also offer diverse kinds of data.We have data on both voice and texts.For eg. Several millions of minutes of audio data is available for our…,
1990,Data Scientist,30+ days ago,Amazon Dev Center India - Hyd,3.6,,"Hyderabad, Telangana","5+ years of experience in data extraction, transformation, statistical analysis and data modeling.Implement and maintain a high-volume, highly available,…",
1991,Data Analyst,12 days ago,Black And White Business Solutions Private Limited,4.5,"₹3,00,000 a year","Bengaluru, Karnataka",Familiarity with other languages and frameworks appropriate for large scale analysis of structured and unstructured data.,
1992,"Manager Data Products, Data & Analytics, India – ED&A ICC",17 days ago,Nike,4.2,,"Bengaluru, Karnataka",Expert-level experience working with data and analytics products.This will require working with technology and business teams and owning the prioritization of…,
1993,Research Analyst,30+ days ago,"The Center for Disease Dynamics, Economics & Polic...",,,"New Delhi, Delhi","We seek applicants with backgrounds in computer science, data science to work as part of our research teams.CDDEP has offices in Washington, D.C. and New Delhi…",
1994,Artificial Intelligence (AI) part time job/internship at Pan...,6 days ago,Alpha AI,,"₹5,000 a month","Panchkula, Haryana","Solving complex big-data problems for various key aspects within the live project using data mining, statistical analysis, machine learning, and deep learning 2…",
1995,Research Analyst / Data Analyst,30+ days ago,Ifim Business School,4,,"Bengaluru, Karnataka","Collate, clean the data, Transform the data to a format for further analysis.Job Requirements: Looking for a Research/Data Analyst who can work with large…",
1996,Senior Analyst-Data Science,10 days ago,Accenture,4,,"Mumbai, Maharashtra","In the Data Science team, you will manage and analyze data in order to build data driven business insights and high impact data models to generate significant…",
1997,Python-Data Analyst,19 days ago,Prodapt SA,,,"Bengaluru, Karnataka",Experience in data cleansing and refine data until it is fit-for-purpose; raw data processing.Work with multiple teams consuming the processed data and…,
1998,Director Data Engineering,11 days ago,TARGET,3.6,,"Bengaluru, Karnataka","The Target Data Sciences team creates the tools, data lakes and data products to sustainably democratize access to data within the company, educate and enable…",
1999,Data Scientist 4,30+ days ago,Oracle,3.8,,"Hyderabad, Telangana","In this role, you will be doing a blend of traditional data science work and big data/software engineering.This work may span all aspects of the data science…",
2000,Project Trainee / Student Intern - C++ or Python,30+ days ago,Altair Engineering,4.2,,"Bengaluru, Karnataka","Altair is a global technology company that provides software and cloud solutions in the areas of product development, high performance computing (HPC) and data…",
2001,Data Science,30+ days ago,lemark institute of art,2,,"Borivali, Mumbai, Maharashtra",Strong experience working with Geospatial data.Ability to work with raw data sources in a variety of formats.Strong analytical and problem-solving skills.,
2002,Machine Learning/Deep Learning,1 day ago,ANI Calls India Private Limited,,"₹8,00,000 - ₹14,00,000 a year","Noida, Uttar Pradesh","Â€¢ Create and maintain optimal data pipeline architecture Assemble large, complex data sets.Â€¢ Responsibilities Select appropriate datasets and data…",
2003,Data Research Analyst,30+ days ago,William O’Neil India,,,"Bengaluru, Karnataka",Assist where required in data projects and testing.To continue to provide expert data maintenance where required.,
2004,Lead Data Scientist,30+ days ago,Qualys,3.7,,"Pune, Maharashtra","Experience with data cleansing, data quality assessment, and using analytics for data assessment.Develop custom data models and algorithms to apply to data…",
2005,Data Engineer,6 days ago,Flipkart,4.1,,"Bengaluru, Karnataka","Data Engineers work closely with data scientists, product managers, data platform team to understand the functional data requirements and leverage the…",
2006,Field Application Scientist Position Available,5 days ago,,,,India,Troubleshooting and In-depth Analysis -in case of any deviations from normal data are part of the necessary skill set for FAS job profile.,
2007,Associate Scientist - Analytical Chemistry,3 days ago,Syngene,4,,India,Review and Approval of the analytical data.Theoretical knowledge in various analytical techniques and skills in analytical data interpretation.,
2008,Data Analyst,11 days ago,UST Global Singapore Pte Limited,3.7,,"Bengaluru, Karnataka",Model large data sets to find usable information.Mandatory skills: SQL basics; data modeling; data cleanup; Excel; Power BI(Any reporting tool).,
2009,"Data Scientist (iot) - Product Based IT MNC, Bopodi, Pune",23 days ago,Seventh Contact Hiring Solutions,,,"Pune, Maharashtra",Integrate the data mining projects embedded data mining applications in the FogHorn platform (on Docker or Android).,
2010,Senior Data Scientist,30+ days ago,Johnson Controls,3.7,,"Bengaluru, Karnataka",The successful candidate will be responsible for developing solutions using state-of-the-art machine-learning & computer vision techniques.,
2011,Data Scientist,30+ days ago,R3coder,,,"Ahmedabad, Gujarat",Experience working with large data-sets (provide links to your work on Github/Kaggle).Be a part of the movement to revolutionize the in-store customer…,
